mode,stage,run_id,block,scope,formula,rows,maximum_normalized,raw_residual,tolerance,unit,all_pass
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,R9-RL1-split,704,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,R9-RL2,1,1.7052527047112876e-10,1.7763568394002505e-15,1.0416971247091506e-5,MWh,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,R9-RW1-off,36,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,R9-RW1-on,36,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,R9-RW1-state,36,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,binary-a_off,47,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,binary-a_on,47,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,binary-beta,44,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,binary-z,47,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,forest-edges,1,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,forest-independent,1,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,inactive-charge,128,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,inactive-discharge,128,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,inactive-energy,136,0.0,0.0,1.1278250000000002e-5,MWh,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,integer-a_off,47,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,integer-a_on,47,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,integer-beta,44,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,integer-z,47,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,load-port,608,0.0,0.0,6.271428571428571e-5,kg/s,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,off-action,47,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,on-action,47,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,one-root-per-component,1,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,root-eligible,44,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,root-supply,44,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,source-port,608,0.0,0.0,6.271428571428571e-5,kg/s,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,virtual-arc,47,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,virtual-node,44,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,thermal,adopted,R7-T-bound,14464,0.0,0.0,0.0001,K,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,thermal,adopted,R7-T-control,2432,6.480926906249351e-8,6.480926906249351e-14,1.0e-6,MW,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,thermal,adopted,R7-T-idle-load,128,0.0,0.0,0.0001,K,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,thermal,adopted,R7-T-idle-source,2304,0.0,0.0,0.0001,K,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,thermal,adopted,R7-T-mass,2432,1.7763568394002505e-9,1.7763568394002505e-15,1.0e-6,kg/s,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,thermal,adopted,R7-T-port-load,2304,0.0,0.0,0.0001,K,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,thermal,adopted,R7-T-port-source,128,0.0,0.0,0.0001,K,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,thermal,adopted,R7-T1-transport,4736,7.617018127348274e-8,7.617018127348274e-12,0.0001,K,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,thermal,adopted,R7-T2-load,2432,3.4985903063500245e-8,3.4985903063500245e-14,1.0e-6,MW,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,thermal,adopted,R7-T2-source,2432,9.769962616701378e-9,9.769962616701378e-15,1.0e-6,MW,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,thermal,adopted,R7-T3-mix,4864,8.071765478234738e-8,8.071765478234738e-12,0.0001,K,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,thermal,adopted,R7-T4-inventory,4810,4.263256414560601e-8,2.6645352591003757e-15,6.25e-8,MWh,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,thermal,adopted,R7-T4-pipe-energy,4736,1.1411011024975437e-8,7.131881890609648e-16,6.25e-8,MWh,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,thermal,adopted,R7-T4-pipe-mass,4736,1.616879469818539e-8,1.616879469818539e-14,1.0e-6,kg/s,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,thermal,adopted,R7-T4-spatial,55796,0.0,0.0,0.0001,K,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,thermal,adopted,R7-T4-total,64,2.2726265314076954e-7,1.4203915821298096e-14,6.25e-8,MWh,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,thermal,adopted,objective,1,1.1368683772161603e-7,7.105427357601002e-15,6.25e-8,MWh,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,6-11,128,3.186029800247475e-11,8.881784197001252e-16,2.7877279102384292e-5,MW,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,6-19,704,4.779044700371212e-10,1.3322676295501878e-14,2.7877279102384292e-5,MW,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,6-20,704,2.9072521927258207e-10,8.104628079763643e-15,2.7877279102384292e-5,Mvar,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,6-22,704,0.0,0.0,1.0e-6,pu,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,6-24:25-P_line,752,4.779044700371212e-11,1.3322676295501878e-15,2.7877279102384292e-5,MW,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,6-24:25-Q_line,752,2.1903954876701387e-10,6.106226635438361e-15,2.7877279102384292e-5,Mvar,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,6-3/9,128,0.0,0.0,2.7877279102384292e-5,Mvar,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,6-4/57,32,0.0,0.0,2.7877279102384292e-5,MW,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,6-5/58,32,0.0,0.0,2.7877279102384292e-5,MW,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,6-51-P,16,0.0,0.0,2.7877279102384292e-5,MW,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,6-51-Q,16,0.0,0.0,2.7877279102384292e-5,Mvar,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,6-54,704,5.535726777929987e-10,1.5432100042289676e-14,2.7877279102384292e-5,MW,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,6-55,608,0.0,0.0,2.7877279102384292e-5,MW,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,6-63,1,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,6-72,592,0.0,0.0,6.271428571428571e-5,kg/s,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,6-74,592,0.0,0.0,6.271428571428571e-5,kg/s,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,6-8/56/60,128,0.0,0.0,2.7877279102384292e-5,MW,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,6-80:82,34,0.0,0.0,1.1278250000000002e-5,MWh,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,6-81:82-temperature,34,0.0,0.0,0.0001,K,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,6-83,608,6.37205960049495e-11,1.7763568394002505e-15,2.7877279102384292e-5,MW,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,6-84,608,0.0,0.0,2.7877279102384292e-5,MW,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,6-85:86,32,3.9825372503093435e-12,1.1102230246251565e-16,2.7877279102384292e-5,MW,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,exact_exchange,6-88,16,58554.10084215855,1.632329011766009,2.7877279102384292e-5,MW,false
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,6-89,16,2.8674268202227274e-10,7.993605777301127e-15,2.7877279102384292e-5,MW,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,R7-A3/90,2,0.0,0.0,1.1278250000000002e-5,MWh,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,R7-A4-R,16,2.9531789718045523e-10,3.3306690738754696e-15,1.1278250000000002e-5,MWh,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,R7-A4-S,16,9.843929906015175e-11,1.1102230246251565e-15,1.1278250000000002e-5,MWh,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,R7-C1-load,608,0.0,0.0,2.7877279102384292e-5,MW,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,R7-C1-source,608,6.37205960049495e-11,1.7763568394002505e-15,2.7877279102384292e-5,MW,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,R7-R1,47,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,R7-R4,608,9.205493871607222e-11,5.773159728050814e-15,6.271428571428571e-5,kg/s,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,R9-RE1-closed-component,47,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,R9-RE1-energized,44,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,R9-RE1-integer-energized,44,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,R9-RE1-integer-live,47,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,R9-RE1-live,47,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,R9-RE1-live-product,47,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,R9-RE2-live-root,44,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,R9-RE2-root-available,704,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,R9-RE3,752,9.679756995950584e-10,9.679756995950584e-16,1.0e-6,pu,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,R9-RE4-commitment,32,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,R9-RE4-device-P,128,0.0,0.0,2.7877279102384292e-5,MW,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,R9-RE4-device-Q,128,0.0,0.0,2.7877279102384292e-5,Mvar,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,R9-RE4-served,704,5.535726777929987e-10,1.5432100042289676e-14,2.7877279102384292e-5,MW,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,R9-RL1-critical,704,0.0,0.0,2.7877279102384292e-5,MW,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,R9-RL1-ordinary,704,5.535726777929987e-10,1.5432100042289676e-14,2.7877279102384292e-5,MW,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,R9-RL1-split,704,3.9825372503093435e-12,1.1102230246251565e-16,2.7877279102384292e-5,MW,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,R9-RL2,1,1.7213029605888018e-10,1.7763568394002505e-15,1.0319838401908148e-5,MWh,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,R9-RW1-off,36,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,R9-RW1-on,36,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,R9-RW1-state,36,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,binary-a_off,47,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,binary-a_on,47,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,binary-beta,44,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,binary-z,47,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,forest-edges,1,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,forest-independent,1,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,inactive-charge,128,0.0,0.0,2.7877279102384292e-5,MW,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,inactive-discharge,128,0.0,0.0,2.7877279102384292e-5,MW,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,inactive-energy,136,0.0,0.0,1.1278250000000002e-5,MWh,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,integer-a_off,47,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,integer-a_on,47,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,integer-beta,44,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,integer-z,47,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,load-port,608,0.0,0.0,6.271428571428571e-5,kg/s,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,off-action,47,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,on-action,47,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,one-root-per-component,2,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,root-eligible,44,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,root-supply,44,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,source-port,608,0.0,0.0,6.271428571428571e-5,kg/s,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,virtual-arc,47,0.0,0.0,1.0e-6,1,true
economic,aggregate-author_event1,r7-recovery-e5b5ceb2-9b42-4ca8-9852-7c593b26e8db,model,adopted,virtual-node,44,0.0,0.0,1.0e-6,1,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,6-11,128,3.186029800247475e-11,8.881784197001252e-16,2.7877279102384292e-5,MW,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,6-19,704,4.540092465352651e-10,1.2656542480726785e-14,2.7877279102384292e-5,MW,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,6-20,704,2.1903954876701387e-10,6.106226635438361e-15,2.7877279102384292e-5,Mvar,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,6-22,704,0.0,0.0,1.0e-6,pu,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,6-24:25-P_line,752,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,6-24:25-Q_line,752,2.1903954876701387e-10,6.106226635438361e-15,2.7877279102384292e-5,Mvar,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,6-3/9,128,0.0,0.0,2.7877279102384292e-5,Mvar,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,6-4/57,32,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,6-5/58,32,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,6-51-P,16,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,6-51-Q,16,0.0,0.0,2.7877279102384292e-5,Mvar,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,6-54,704,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,6-55,608,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,6-63,1,0.0,0.0,1.0e-6,1,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,6-72,592,0.0,0.0,6.271428571428571e-5,kg/s,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,6-74,592,0.0,0.0,6.271428571428571e-5,kg/s,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,6-8/56/60,128,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,6-83,608,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,6-84,608,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,R7-C1-load,608,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,R7-C1-source,608,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,R7-R1,47,0.0,0.0,1.0e-6,1,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,R7-R4,608,2.832459652802222e-11,1.7763568394002505e-15,6.271428571428571e-5,kg/s,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,R9-RE1-closed-component,47,0.0,0.0,1.0e-6,1,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,R9-RE1-energized,44,0.0,0.0,1.0e-6,1,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,R9-RE1-integer-energized,44,0.0,0.0,1.0e-6,1,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,R9-RE1-integer-live,47,0.0,0.0,1.0e-6,1,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,R9-RE1-live,47,0.0,0.0,1.0e-6,1,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,R9-RE1-live-product,47,0.0,0.0,1.0e-6,1,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,R9-RE2-live-root,44,0.0,0.0,1.0e-6,1,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,R9-RE2-root-available,704,0.0,0.0,1.0e-6,1,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,R9-RE3,752,1.070541225112187e-9,1.070541225112187e-15,1.0e-6,pu,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,R9-RE4-commitment,32,0.0,0.0,1.0e-6,1,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,R9-RE4-device-P,128,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,R9-RE4-device-Q,128,0.0,0.0,2.7877279102384292e-5,Mvar,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,R9-RE4-served,704,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-author_event1,r7-transport-ad07e877-cbdb-4309-9c32-3e308e1110c7,shared,adopted,R9-RL1-critical,704,0.0,0.0,2.7877279102384292e-5,MW,true
