record_id,run_id,case,solver,component,amount_USD
hand_hour--clarabel,r5-market-aeada9dc-e494-4f08-8b53-0230b1a3f3a7,hand_hour,clarabel,generators_down,20.000000000107324
hand_hour--clarabel,r5-market-aeada9dc-e494-4f08-8b53-0230b1a3f3a7,hand_hour,clarabel,ies_energy,-3000.000000002804
hand_hour--clarabel,r5-market-aeada9dc-e494-4f08-8b53-0230b1a3f3a7,hand_hour,clarabel,ies_up,-1.1536071054479132e-10
hand_hour--clarabel,r5-market-aeada9dc-e494-4f08-8b53-0230b1a3f3a7,hand_hour,clarabel,ies_down,-1.609857369701912e-10
hand_quarter--highs,r5-market-c918a4a1-cfc1-4ced-8c41-d7bd56290ca0,hand_quarter,highs,generators_energy,400.0
hand_quarter--highs,r5-market-c918a4a1-cfc1-4ced-8c41-d7bd56290ca0,hand_quarter,highs,generators_up,25.0
hand_quarter--highs,r5-market-c918a4a1-cfc1-4ced-8c41-d7bd56290ca0,hand_quarter,highs,generators_down,5.0
hand_quarter--highs,r5-market-c918a4a1-cfc1-4ced-8c41-d7bd56290ca0,hand_quarter,highs,ies_energy,-750.0
hand_quarter--highs,r5-market-c918a4a1-cfc1-4ced-8c41-d7bd56290ca0,hand_quarter,highs,ies_up,0.0
hand_quarter--highs,r5-market-c918a4a1-cfc1-4ced-8c41-d7bd56290ca0,hand_quarter,highs,ies_down,0.0
hand_quarter--clarabel,r5-market-e2e01c23-e7b8-4d3c-87ec-badb61585842,hand_quarter,clarabel,generators_energy,400.00000000034
hand_quarter--clarabel,r5-market-e2e01c23-e7b8-4d3c-87ec-badb61585842,hand_quarter,clarabel,generators_up,24.99999999991266
hand_quarter--clarabel,r5-market-e2e01c23-e7b8-4d3c-87ec-badb61585842,hand_quarter,clarabel,generators_down,4.99999999998186
hand_quarter--clarabel,r5-market-e2e01c23-e7b8-4d3c-87ec-badb61585842,hand_quarter,clarabel,ies_energy,-750.0000000017002
hand_quarter--clarabel,r5-market-e2e01c23-e7b8-4d3c-87ec-badb61585842,hand_quarter,clarabel,ies_up,3.493584628637214e-11
hand_quarter--clarabel,r5-market-e2e01c23-e7b8-4d3c-87ec-badb61585842,hand_quarter,clarabel,ies_down,2.7210615414231932e-11
no_ies--highs,r5-market-3146d5d9-37a4-4dd6-9258-6b3b81a79e68,no_ies,highs,generators_energy,6500.0
no_ies--highs,r5-market-3146d5d9-37a4-4dd6-9258-6b3b81a79e68,no_ies,highs,generators_up,310.0
no_ies--highs,r5-market-3146d5d9-37a4-4dd6-9258-6b3b81a79e68,no_ies,highs,generators_down,40.0
no_ies--highs,r5-market-3146d5d9-37a4-4dd6-9258-6b3b81a79e68,no_ies,highs,ies_energy,0.0
no_ies--highs,r5-market-3146d5d9-37a4-4dd6-9258-6b3b81a79e68,no_ies,highs,ies_up,0.0
no_ies--highs,r5-market-3146d5d9-37a4-4dd6-9258-6b3b81a79e68,no_ies,highs,ies_down,0.0
no_ies--clarabel,r5-market-6d1265bf-900d-4c63-9fe7-37f087d3e8c0,no_ies,clarabel,generators_energy,6500.000000005675
no_ies--clarabel,r5-market-6d1265bf-900d-4c63-9fe7-37f087d3e8c0,no_ies,clarabel,generators_up,310.0000000010671
no_ies--clarabel,r5-market-6d1265bf-900d-4c63-9fe7-37f087d3e8c0,no_ies,clarabel,generators_down,40.00000000101254
no_ies--clarabel,r5-market-6d1265bf-900d-4c63-9fe7-37f087d3e8c0,no_ies,clarabel,ies_energy,0.0
no_ies--clarabel,r5-market-6d1265bf-900d-4c63-9fe7-37f087d3e8c0,no_ies,clarabel,ies_up,0.0
no_ies--clarabel,r5-market-6d1265bf-900d-4c63-9fe7-37f087d3e8c0,no_ies,clarabel,ies_down,0.0
ramp_memory--highs,r5-market-cb9f42da-b552-4060-9f0f-ebff0d0e3b41,ramp_memory,highs,generators_energy,4200.0
ramp_memory--highs,r5-market-cb9f42da-b552-4060-9f0f-ebff0d0e3b41,ramp_memory,highs,generators_up,0.0
ramp_memory--highs,r5-market-cb9f42da-b552-4060-9f0f-ebff0d0e3b41,ramp_memory,highs,generators_down,0.0
ramp_memory--highs,r5-market-cb9f42da-b552-4060-9f0f-ebff0d0e3b41,ramp_memory,highs,ies_energy,0.0
ramp_memory--highs,r5-market-cb9f42da-b552-4060-9f0f-ebff0d0e3b41,ramp_memory,highs,ies_up,0.0
ramp_memory--highs,r5-market-cb9f42da-b552-4060-9f0f-ebff0d0e3b41,ramp_memory,highs,ies_down,0.0
ramp_memory--clarabel,r5-market-657dfd59-01e9-42c9-bf77-5d0cecce47b7,ramp_memory,clarabel,generators_energy,4200.000000002521
ramp_memory--clarabel,r5-market-657dfd59-01e9-42c9-bf77-5d0cecce47b7,ramp_memory,clarabel,generators_up,2.2323034787074567e-15
ramp_memory--clarabel,r5-market-657dfd59-01e9-42c9-bf77-5d0cecce47b7,ramp_memory,clarabel,generators_down,-1.4606589683978682e-15
ramp_memory--clarabel,r5-market-657dfd59-01e9-42c9-bf77-5d0cecce47b7,ramp_memory,clarabel,ies_energy,0.0
ramp_memory--clarabel,r5-market-657dfd59-01e9-42c9-bf77-5d0cecce47b7,ramp_memory,clarabel,ies_up,0.0
ramp_memory--clarabel,r5-market-657dfd59-01e9-42c9-bf77-5d0cecce47b7,ramp_memory,clarabel,ies_down,0.0
two_bus--highs,r5-market-cf91283e-e1af-4463-841b-36bba1f862d5,two_bus,highs,generators_energy,11300.0
two_bus--highs,r5-market-cf91283e-e1af-4463-841b-36bba1f862d5,two_bus,highs,generators_up,0.0
two_bus--highs,r5-market-cf91283e-e1af-4463-841b-36bba1f862d5,two_bus,highs,generators_down,40.0
two_bus--highs,r5-market-cf91283e-e1af-4463-841b-36bba1f862d5,two_bus,highs,ies_energy,-24000.0
two_bus--highs,r5-market-cf91283e-e1af-4463-841b-36bba1f862d5,two_bus,highs,ies_up,120.0
two_bus--highs,r5-market-cf91283e-e1af-4463-841b-36bba1f862d5,two_bus,highs,ies_down,0.0
two_bus--clarabel,r5-market-f60961de-0b27-402f-88e7-aad523f05cfa,two_bus,clarabel,generators_energy,11300.00000000894
two_bus--clarabel,r5-market-f60961de-0b27-402f-88e7-aad523f05cfa,two_bus,clarabel,generators_up,1.2151005531626522e-8
two_bus--clarabel,r5-market-f60961de-0b27-402f-88e7-aad523f05cfa,two_bus,clarabel,generators_down,40.00000000075518
two_bus--clarabel,r5-market-f60961de-0b27-402f-88e7-aad523f05cfa,two_bus,clarabel,ies_energy,-24000.000000004435
two_bus--clarabel,r5-market-f60961de-0b27-402f-88e7-aad523f05cfa,two_bus,clarabel,ies_up,119.99999999583375
two_bus--clarabel,r5-market-f60961de-0b27-402f-88e7-aad523f05cfa,two_bus,clarabel,ies_down,6.860509536342832e-9
wide_line--highs,r5-market-e3d61cbb-da31-49f3-915d-290caebba9d2,wide_line,highs,generators_energy,10700.0
wide_line--highs,r5-market-e3d61cbb-da31-49f3-915d-290caebba9d2,wide_line,highs,generators_up,0.0
wide_line--highs,r5-market-e3d61cbb-da31-49f3-915d-290caebba9d2,wide_line,highs,generators_down,40.0
wide_line--highs,r5-market-e3d61cbb-da31-49f3-915d-290caebba9d2,wide_line,highs,ies_energy,-24000.0
wide_line--highs,r5-market-e3d61cbb-da31-49f3-915d-290caebba9d2,wide_line,highs,ies_up,120.0
wide_line--highs,r5-market-e3d61cbb-da31-49f3-915d-290caebba9d2,wide_line,highs,ies_down,0.0
wide_line--clarabel,r5-market-1c555c9b-0c27-454e-a405-574d95c35316,wide_line,clarabel,generators_energy,10700.000000005932
wide_line--clarabel,r5-market-1c555c9b-0c27-454e-a405-574d95c35316,wide_line,clarabel,generators_up,4.354026901036832e-9
wide_line--clarabel,r5-market-1c555c9b-0c27-454e-a405-574d95c35316,wide_line,clarabel,generators_down,39.999999999640686
wide_line--clarabel,r5-market-1c555c9b-0c27-454e-a405-574d95c35316,wide_line,clarabel,ies_energy,-24000.00000000098
wide_line--clarabel,r5-market-1c555c9b-0c27-454e-a405-574d95c35316,wide_line,clarabel,ies_up,119.99999999857782
wide_line--clarabel,r5-market-1c555c9b-0c27-454e-a405-574d95c35316,wide_line,clarabel,ies_down,2.960323858306308e-9
