run_id,case,policy,electric,edge,from,to,t,u_E,a_E,P_MW,u_H,a_H,direction,H_in_MW,heat_loss_MW
heat_bottleneck--joint--exact,heat_bottleneck,joint,exact,1,1,2,3,1.0,-0.0,0.11533624242099635,1.0,0.0,1.0,0.03693333325393245,0.001800000000000003
heat_bottleneck--joint--exact,heat_bottleneck,joint,exact,1,1,2,4,1.0,-0.0,0.27567752165428744,1.0,0.0,1.0,0.03526666685767003,0.001800000000000003
heat_bottleneck--joint--exact,heat_bottleneck,joint,exact,2,2,3,1,1.0,0.0,0.11709220348919584,1.0,0.0,1.0,0.03346666684765499,0.001800000000000003
heat_bottleneck--joint--exact,heat_bottleneck,joint,exact,2,2,3,2,1.0,0.0,0.16621385211251097,1.0,0.0,1.0,0.09346666646442645,0.001799999999999996
heat_bottleneck--joint--exact,heat_bottleneck,joint,exact,2,2,3,3,1.0,-0.0,0.11510888039440893,1.0,0.0,1.0,0.03513333325393254,0.0017999999205992046
heat_bottleneck--joint--exact,heat_bottleneck,joint,exact,2,2,3,4,1.0,-0.0,0.11709862086343334,1.0,0.0,1.0,0.03346666685767014,0.001800000000000003
heat_bottleneck--joint--exact,heat_bottleneck,joint,exact,3,1,3,1,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heat_bottleneck--joint--exact,heat_bottleneck,joint,exact,3,1,3,2,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heat_bottleneck--joint--exact,heat_bottleneck,joint,exact,3,1,3,3,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
heat_bottleneck--joint--exact,heat_bottleneck,joint,exact,3,1,3,4,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
oracle--joint--socp,oracle,joint,socp,1,1,2,1,1.0,0.0,0.36623225436011225,1.0,0.0,1.0,0.0352612811712037,0.001800000000000003
oracle--joint--socp,oracle,joint,socp,2,2,3,1,1.0,0.0,0.11708431720188024,1.0,0.0,1.0,0.03346127929454739,0.001800000000000003
oracle--joint--socp,oracle,joint,socp,3,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oracle--joint--exact,oracle,joint,exact,1,1,2,1,1.0,0.0,0.3662290185538911,1.0,0.0,1.0,0.0352666658549892,0.001800000000000003
oracle--joint--exact,oracle,joint,exact,2,2,3,1,1.0,0.0,0.11708408453414797,1.0,0.0,1.0,0.033466665830204724,0.001800000000000003
oracle--joint--exact,oracle,joint,exact,3,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
