id,run_id,stage,event,fault,pipe,time,flow_kg_s
all_faults_heat_limit_recovery_continuous_gurobi,r7-flow-planning-718c141d-82b0-477a-a0f4-1849fd540ef0,recovery,1,0,1,2,3.451841575584168
all_faults_heat_limit_recovery_continuous_gurobi,r7-flow-planning-718c141d-82b0-477a-a0f4-1849fd540ef0,recovery,1,1,1,2,0.0
all_faults_heat_limit_recovery_continuous_gurobi,r7-flow-planning-718c141d-82b0-477a-a0f4-1849fd540ef0,recovery,2,0,1,3,3.1716082145695244
all_faults_heat_limit_recovery_continuous_gurobi,r7-flow-planning-718c141d-82b0-477a-a0f4-1849fd540ef0,recovery,2,1,1,3,0.0
all_faults_heat_limit_joint_continuous_gurobi,r7-flow-planning-ca8dd2d0-616d-426e-acc8-a6af867da279,normal,0,none,1,1,5.0
all_faults_heat_limit_joint_continuous_gurobi,r7-flow-planning-ca8dd2d0-616d-426e-acc8-a6af867da279,normal,0,none,1,2,2.508664618811307
all_faults_heat_limit_joint_continuous_gurobi,r7-flow-planning-ca8dd2d0-616d-426e-acc8-a6af867da279,normal,0,none,1,3,2.4913353811888017
all_faults_heat_limit_joint_continuous_gurobi,r7-flow-planning-ca8dd2d0-616d-426e-acc8-a6af867da279,normal,0,none,1,4,4.993900882413779
all_faults_heat_limit_joint_continuous_gurobi,r7-flow-planning-ca8dd2d0-616d-426e-acc8-a6af867da279,recovery,1,0,1,2,0.0
all_faults_heat_limit_joint_continuous_gurobi,r7-flow-planning-ca8dd2d0-616d-426e-acc8-a6af867da279,recovery,1,1,1,2,0.0
all_faults_heat_limit_joint_continuous_gurobi,r7-flow-planning-ca8dd2d0-616d-426e-acc8-a6af867da279,recovery,2,0,1,3,2.111870475280895
all_faults_heat_limit_joint_continuous_gurobi,r7-flow-planning-ca8dd2d0-616d-426e-acc8-a6af867da279,recovery,2,1,1,3,0.0
