run_id,equation,scope,entity,t,residual,tolerance,ratio,unit
open_flexible--p1--swm--gurobi,electric_balance,model,3,4,0.0862763139272226,3.0e-6,28758.7713090742,MW
open_flexible--p1--swm--gurobi,reactive_balance,model,3,4,5.677137934610721e-6,3.0e-6,1.892379311536907,Mvar
open_flexible--p1--swm--gurobi,heat_balance,heat,3,4,0.04952817164485378,3.0e-6,16509.39054828459,MW
open_flexible--p1--swm--gurobi,port_heat,heat,3,4,0.0177270474227591,3.0e-6,5909.015807586367,MW
import_flexible--p1--swm--gurobi,electric_balance,model,2,1,0.08682572631455626,3.0e-6,28941.908771518752,MW
import_flexible--p1--swm--gurobi,heat_balance,heat,2,1,0.04931951673359056,3.0e-6,16439.838911196854,MW
import_flexible--p1--swm--gurobi,port_heat,heat,2,1,0.021221156524689304,3.0e-6,7073.718841563101,MW
import_flexible--p1--swm--gurobi,electric_balance,model,3,1,0.0870469274443457,3.0e-6,29015.642481448565,MW
import_flexible--p1--swm--gurobi,reactive_balance,model,3,1,5.759588999260101e-6,3.0e-6,1.919862999753367,Mvar
import_flexible--p1--swm--gurobi,heat_balance,heat,3,1,0.0493081847020124,3.0e-6,16436.061567337467,MW
import_flexible--p1--swm--gurobi,port_heat,heat,3,1,0.01122858097632716,3.0e-6,3742.8603254423865,MW
import_flexible--p1--swm--gurobi,electric_balance,model,2,2,0.01349840731267124,3.0e-6,4499.469104223746,MW
import_flexible--p1--swm--gurobi,reactive_balance,model,2,2,3.491127109699066e-6,3.0e-6,1.1637090365663554,Mvar
import_flexible--p1--swm--gurobi,heat_balance,heat,2,2,0.04960323881285088,3.0e-6,16534.41293761696,MW
import_flexible--p1--swm--gurobi,port_heat,heat,2,2,0.021296179166480897,3.0e-6,7098.726388826965,MW
import_flexible--p1--swm--gurobi,electric_balance,model,3,2,0.08640451653537864,3.0e-6,28801.505511792882,MW
import_flexible--p1--swm--gurobi,reactive_balance,model,3,2,7.632786725254859e-6,3.0e-6,2.5442622417516194,Mvar
import_flexible--p1--swm--gurobi,heat_balance,heat,3,2,0.049587699787842915,3.0e-6,16529.233262614303,MW
import_flexible--p1--swm--gurobi,port_heat,heat,3,2,0.007354698674574799,3.0e-6,2451.566224858266,MW
import_flexible--p1--swm--gurobi,electric_balance,model,2,3,0.013499895410109763,3.0e-6,4499.965136703255,MW
import_flexible--p1--swm--gurobi,heat_balance,heat,2,3,0.04950501530561771,3.0e-6,16501.671768539236,MW
import_flexible--p1--swm--gurobi,port_heat,heat,2,3,0.021191739796617613,3.0e-6,7063.913265539204,MW
import_flexible--p1--swm--gurobi,electric_balance,model,3,3,0.08645897862625898,3.0e-6,28819.659542086327,MW
import_flexible--p1--swm--gurobi,reactive_balance,model,3,3,5.838809557227875e-6,3.0e-6,1.9462698524092916,Mvar
import_flexible--p1--swm--gurobi,heat_balance,heat,3,3,0.049500567422637004,3.0e-6,16500.189140879,MW
import_flexible--p1--swm--gurobi,port_heat,heat,3,3,0.011423143500940279,3.0e-6,3807.7145003134265,MW
import_flexible--p1--swm--gurobi,electric_balance,model,2,4,0.02633685421506282,3.0e-6,8778.95140502094,MW
import_flexible--p1--swm--gurobi,heat_balance,heat,2,4,0.0495650844637804,3.0e-6,16521.69482126013,MW
import_flexible--p1--swm--gurobi,port_heat,heat,2,4,0.021268721804812662,3.0e-6,7089.5739349375535,MW
import_flexible--p1--swm--gurobi,electric_balance,model,3,4,0.0863441208442309,3.0e-6,28781.373614743636,MW
import_flexible--p1--swm--gurobi,reactive_balance,model,3,4,5.778958994000216e-6,3.0e-6,1.9263196646667387,Mvar
import_flexible--p1--swm--gurobi,heat_balance,heat,3,4,0.04955584539662185,3.0e-6,16518.615132207284,MW
import_flexible--p1--swm--gurobi,port_heat,heat,3,4,0.011527345592893014,3.0e-6,3842.448530964338,MW
