id,run_id,event,fault,loss_limit_MWh,loss_MWh,model_pass,threshold_pass,initial_profiles_sha256
all_faults_heat_limit_prescribed_highs,r7-flow-planning-0fa8ab2a-28c3-47e7-bfdf-977ca755150e,2,1,0.4,0.4,true,true,2e26d7bd1d173c49e0c89b73a72fce128e99feb4a501122fd7c61640c91d3702
all_faults_heat_limit_prescribed_gurobi,r7-flow-planning-754b73a5-a037-457d-8a4e-d8bf7038cc5e,1,0,0.4,0.16899999999999982,true,true,91921f79d9c2edb212656f87fb1f5e15fc1c57d07693d4476968e91c49251f28
all_faults_heat_limit_prescribed_gurobi,r7-flow-planning-754b73a5-a037-457d-8a4e-d8bf7038cc5e,1,1,0.4,0.4,true,true,91921f79d9c2edb212656f87fb1f5e15fc1c57d07693d4476968e91c49251f28
all_faults_heat_limit_prescribed_gurobi,r7-flow-planning-754b73a5-a037-457d-8a4e-d8bf7038cc5e,2,0,0.4,0.39999999999999913,true,true,4338b7c0ebf4abde18e133a9d7050476e76e58dfaf1cfc1b3ddddffaa4764eb9
all_faults_heat_limit_prescribed_gurobi,r7-flow-planning-754b73a5-a037-457d-8a4e-d8bf7038cc5e,2,1,0.4,0.4,true,true,4338b7c0ebf4abde18e133a9d7050476e76e58dfaf1cfc1b3ddddffaa4764eb9
all_faults_heat_limit_recovery_continuous_gurobi,r7-flow-planning-718c141d-82b0-477a-a0f4-1849fd540ef0,1,0,0.4,0.2676076640810615,true,true,4622663b3ae2488e6090c581ddc10bfec2760b83e7b20668038e4ca20f279eac
all_faults_heat_limit_recovery_continuous_gurobi,r7-flow-planning-718c141d-82b0-477a-a0f4-1849fd540ef0,1,1,0.4,0.4,true,true,4622663b3ae2488e6090c581ddc10bfec2760b83e7b20668038e4ca20f279eac
all_faults_heat_limit_recovery_continuous_gurobi,r7-flow-planning-718c141d-82b0-477a-a0f4-1849fd540ef0,2,0,0.4,0.26527022330057787,true,true,32a33958f3b7b6a585e789b91a618fbe7253c90c601caae22d2456b0c6acf682
all_faults_heat_limit_recovery_continuous_gurobi,r7-flow-planning-718c141d-82b0-477a-a0f4-1849fd540ef0,2,1,0.4,0.4,true,true,32a33958f3b7b6a585e789b91a618fbe7253c90c601caae22d2456b0c6acf682
all_faults_heat_limit_joint_continuous_gurobi,r7-flow-planning-ca8dd2d0-616d-426e-acc8-a6af867da279,1,0,0.4,0.4,true,true,0cc93597f0a92fb2915a0623cecc3853fc76ed6af2d1f3d6c4059babbdccd1e4
all_faults_heat_limit_joint_continuous_gurobi,r7-flow-planning-ca8dd2d0-616d-426e-acc8-a6af867da279,1,1,0.4,0.4,true,true,0cc93597f0a92fb2915a0623cecc3853fc76ed6af2d1f3d6c4059babbdccd1e4
all_faults_heat_limit_joint_continuous_gurobi,r7-flow-planning-ca8dd2d0-616d-426e-acc8-a6af867da279,2,0,0.4,0.3069646042548447,true,true,4f3fead98ba8c21f010639d650ddb3c0f74f929fad3aeac35bd4ffc53192bbb9
all_faults_heat_limit_joint_continuous_gurobi,r7-flow-planning-ca8dd2d0-616d-426e-acc8-a6af867da279,2,1,0.4,0.4,true,true,4f3fead98ba8c21f010639d650ddb3c0f74f929fad3aeac35bd4ffc53192bbb9
