run_id,case,penalty,actor,carrier,t,peer_export_MW,retail_buy_MW,retail_sell_MW
import_flexible--penalty-100,import_flexible,100.0,A,H,1,0.0,0.0,0.0
import_flexible--penalty-100,import_flexible,100.0,B,H,1,-0.0,0.024000504941107295,0.0
import_flexible--penalty-100,import_flexible,100.0,A,H,2,0.0,0.0,0.0
import_flexible--penalty-100,import_flexible,100.0,B,H,2,-0.0,0.07899989565542762,0.0
import_flexible--penalty-100,import_flexible,100.0,A,H,3,0.0,0.0,0.0
import_flexible--penalty-100,import_flexible,100.0,B,H,3,-0.0,0.024001063008632955,0.0
import_flexible--penalty-100,import_flexible,100.0,A,H,4,0.0,0.0,0.0
import_flexible--penalty-100,import_flexible,100.0,B,H,4,-0.0,0.024001063008632955,0.0
import_flexible--penalty-10000,import_flexible,10000.0,A,P,1,0.0,0.14419730043847664,0.0
import_flexible--penalty-10000,import_flexible,10000.0,B,P,1,-0.0,0.10499982079780068,0.0
import_flexible--penalty-10000,import_flexible,10000.0,A,P,2,0.0,0.026778350092337866,0.0
import_flexible--penalty-10000,import_flexible,10000.0,B,P,2,-0.0,0.16000150745076905,0.0
import_flexible--penalty-10000,import_flexible,10000.0,A,P,3,0.0,0.0,0.0
import_flexible--penalty-10000,import_flexible,10000.0,B,P,3,-0.0,0.10499982079780062,0.0
import_flexible--penalty-10000,import_flexible,10000.0,A,P,4,0.0,0.14444730044978732,0.0
import_flexible--penalty-10000,import_flexible,10000.0,B,P,4,-0.0,0.10499982079690562,0.0
import_flexible--penalty-10000,import_flexible,10000.0,A,H,1,0.0,0.0,0.0
import_flexible--penalty-10000,import_flexible,10000.0,B,H,1,-0.0,0.024000504941107295,0.0
import_flexible--penalty-10000,import_flexible,10000.0,A,H,2,0.0,0.0,0.0
import_flexible--penalty-10000,import_flexible,10000.0,B,H,2,-0.0,0.07899989565542762,0.0
import_flexible--penalty-10000,import_flexible,10000.0,A,H,3,0.0,0.0,0.0
import_flexible--penalty-10000,import_flexible,10000.0,B,H,3,-0.0,0.024001063008632955,0.0
import_flexible--penalty-10000,import_flexible,10000.0,A,H,4,0.0,0.0,0.0
import_flexible--penalty-10000,import_flexible,10000.0,B,H,4,-0.0,0.024001063008632955,0.0
import_fixed--penalty-100,import_fixed,100.0,A,P,1,0.0,0.14308333333333323,0.0
import_fixed--penalty-100,import_fixed,100.0,B,P,1,-0.0,0.1,0.0
import_fixed--penalty-100,import_fixed,100.0,A,P,2,0.0,0.019999999999999976,0.0
import_fixed--penalty-100,import_fixed,100.0,B,P,2,-0.0,0.15,0.0
import_fixed--penalty-100,import_fixed,100.0,A,P,3,0.0,0.0,0.0
import_fixed--penalty-100,import_fixed,100.0,B,P,3,-0.0,0.1,0.0
import_fixed--penalty-100,import_fixed,100.0,A,P,4,0.0,0.14333333333333334,0.0
import_fixed--penalty-100,import_fixed,100.0,B,P,4,-0.0,0.1,0.0
import_fixed--penalty-100,import_fixed,100.0,A,H,1,0.0,0.0,0.0
import_fixed--penalty-100,import_fixed,100.0,B,H,1,-0.0,0.020000000000000018,0.0
import_fixed--penalty-100,import_fixed,100.0,A,H,2,0.0,0.0,0.0
import_fixed--penalty-100,import_fixed,100.0,B,H,2,-0.0,0.07,0.0
import_fixed--penalty-100,import_fixed,100.0,A,H,3,0.0,0.0,0.0
import_fixed--penalty-100,import_fixed,100.0,B,H,3,-0.0,0.020000000000000018,0.0
import_fixed--penalty-100,import_fixed,100.0,A,H,4,0.0,0.0,0.0
import_fixed--penalty-100,import_fixed,100.0,B,H,4,-0.0,0.020000000000000018,0.0
import_fixed--penalty-10000,import_fixed,10000.0,A,P,1,0.0,0.14308333333333323,0.0
import_fixed--penalty-10000,import_fixed,10000.0,B,P,1,-0.0,0.1,0.0
import_fixed--penalty-10000,import_fixed,10000.0,A,P,2,0.0,0.019999999999999976,0.0
import_fixed--penalty-10000,import_fixed,10000.0,B,P,2,-0.0,0.15,0.0
import_fixed--penalty-10000,import_fixed,10000.0,A,P,3,0.0,0.0,0.0
import_fixed--penalty-10000,import_fixed,10000.0,B,P,3,-0.0,0.1,0.0
import_fixed--penalty-10000,import_fixed,10000.0,A,P,4,0.0,0.14333333333333334,0.0
import_fixed--penalty-10000,import_fixed,10000.0,B,P,4,-0.0,0.1,0.0
import_fixed--penalty-10000,import_fixed,10000.0,A,H,1,0.0,0.0,0.0
import_fixed--penalty-10000,import_fixed,10000.0,B,H,1,-0.0,0.020000000000000018,0.0
import_fixed--penalty-10000,import_fixed,10000.0,A,H,2,0.0,0.0,0.0
import_fixed--penalty-10000,import_fixed,10000.0,B,H,2,-0.0,0.07,0.0
import_fixed--penalty-10000,import_fixed,10000.0,A,H,3,0.0,0.0,0.0
import_fixed--penalty-10000,import_fixed,10000.0,B,H,3,-0.0,0.020000000000000018,0.0
import_fixed--penalty-10000,import_fixed,10000.0,A,H,4,0.0,0.0,0.0
import_fixed--penalty-10000,import_fixed,10000.0,B,H,4,-0.0,0.020000000000000018,0.0
