stage,run_id,block,formula,rows,maximum_normalized,raw_residual,tolerance,unit,all_pass
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,6-22,704,0.0,0.0,1.0e-6,pu,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,6-24:25-P_line,752,7.726122265600126e-10,2.1538326677728037e-14,2.7877279102384292e-5,MW,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,6-24:25-Q_line,752,3.6041962115299557e-10,1.0047518372857667e-14,2.7877279102384292e-5,Mvar,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,6-3/9,128,0.0,0.0,2.7877279102384292e-5,Mvar,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,6-4/57,32,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,6-5/58,32,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,6-51-P,16,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,6-51-Q,16,0.0,0.0,2.7877279102384292e-5,Mvar,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,6-54,704,2.9869029377320073e-10,8.326672684688674e-15,2.7877279102384292e-5,MW,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,6-55,608,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,6-63,1,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,6-72,592,0.0,0.0,6.271428571428571e-5,kg/s,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,6-74,592,0.0,0.0,6.271428571428571e-5,kg/s,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,6-8/56/60,128,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,6-83,608,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,6-84,608,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,R7-C1-load,608,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,R7-C1-source,608,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,R7-R1,47,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,R7-R4,608,2.832459652802222e-11,1.7763568394002505e-15,6.271428571428571e-5,kg/s,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,R9-RE1-closed-component,47,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,R9-RE1-energized,44,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,R9-RE1-integer-energized,44,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,R9-RE1-integer-live,47,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,R9-RE1-live,47,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,R9-RE1-live-product,47,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,R9-RE2-live-root,44,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,R9-RE2-root-available,704,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,R9-RE3,752,9.324138683375338e-11,9.324138683375338e-17,1.0e-6,pu,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,R9-RE4-commitment,32,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,R9-RE4-device-P,128,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,R9-RE4-device-Q,128,0.0,0.0,2.7877279102384292e-5,Mvar,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,R9-RE4-served,704,2.9869029377320073e-10,8.326672684688674e-15,2.7877279102384292e-5,MW,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,R9-RL1-critical,704,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,R9-RL1-ordinary,704,2.9869029377320073e-10,8.326672684688674e-15,2.7877279102384292e-5,MW,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,R9-RL1-split,704,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,R9-RL2,1,1.7052527047112876e-10,1.7763568394002505e-15,1.0416971247091506e-5,MWh,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,R9-RW1-off,36,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,R9-RW1-on,36,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,R9-RW1-state,36,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,binary-a_off,47,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,binary-a_on,47,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,binary-beta,44,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,binary-z,47,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,forest-edges,1,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,forest-independent,1,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,inactive-charge,128,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,inactive-discharge,128,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,inactive-energy,136,0.0,0.0,1.1278250000000002e-5,MWh,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,integer-a_off,47,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,integer-a_on,47,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,integer-beta,44,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,integer-z,47,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,load-port,608,0.0,0.0,6.271428571428571e-5,kg/s,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,off-action,47,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,on-action,47,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,one-root-per-component,1,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,root-eligible,44,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,root-supply,44,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,source-port,608,0.0,0.0,6.271428571428571e-5,kg/s,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,virtual-arc,47,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,shared,virtual-node,44,0.0,0.0,1.0e-6,1,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,thermal,R7-T-bound,14464,0.0,0.0,0.0001,K,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,thermal,R7-T-control,2432,6.480926906249351e-8,6.480926906249351e-14,1.0e-6,MW,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,thermal,R7-T-idle-load,128,0.0,0.0,0.0001,K,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,thermal,R7-T-idle-source,2304,0.0,0.0,0.0001,K,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,thermal,R7-T-mass,2432,1.7763568394002505e-9,1.7763568394002505e-15,1.0e-6,kg/s,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,thermal,R7-T-port-load,2304,0.0,0.0,0.0001,K,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,thermal,R7-T-port-source,128,0.0,0.0,0.0001,K,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,thermal,R7-T1-transport,4736,7.617018127348274e-8,7.617018127348274e-12,0.0001,K,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,thermal,R7-T2-load,2432,3.4985903063500245e-8,3.4985903063500245e-14,1.0e-6,MW,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,thermal,R7-T2-source,2432,9.769962616701378e-9,9.769962616701378e-15,1.0e-6,MW,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,thermal,R7-T3-mix,4864,8.071765478234738e-8,8.071765478234738e-12,0.0001,K,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,thermal,R7-T4-inventory,4810,4.263256414560601e-8,2.6645352591003757e-15,6.25e-8,MWh,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,thermal,R7-T4-pipe-energy,4736,1.1411011024975437e-8,7.131881890609648e-16,6.25e-8,MWh,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,thermal,R7-T4-pipe-mass,4736,1.616879469818539e-8,1.616879469818539e-14,1.0e-6,kg/s,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,thermal,R7-T4-spatial,55796,0.0,0.0,0.0001,K,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,thermal,R7-T4-total,64,2.2726265314076954e-7,1.4203915821298096e-14,6.25e-8,MWh,true
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,thermal,objective,1,1.1368683772161603e-7,7.105427357601002e-15,6.25e-8,MWh,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,6-11,128,3.186029800247475e-11,8.881784197001252e-16,2.7877279102384292e-5,MW,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,6-19,704,4.540092465352651e-10,1.2656542480726785e-14,2.7877279102384292e-5,MW,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,6-20,704,2.1903954876701387e-10,6.106226635438361e-15,2.7877279102384292e-5,Mvar,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,6-22,704,0.0,0.0,1.0e-6,pu,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,6-24:25-P_line,752,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,6-24:25-Q_line,752,2.1903954876701387e-10,6.106226635438361e-15,2.7877279102384292e-5,Mvar,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,6-3/9,128,0.0,0.0,2.7877279102384292e-5,Mvar,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,6-4/57,32,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,6-5/58,32,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,6-51-P,16,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,6-51-Q,16,0.0,0.0,2.7877279102384292e-5,Mvar,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,6-54,704,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,6-55,608,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,6-63,1,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,6-72,592,0.0,0.0,6.271428571428571e-5,kg/s,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,6-74,592,0.0,0.0,6.271428571428571e-5,kg/s,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,6-8/56/60,128,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,6-83,608,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,6-84,608,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,R7-C1-load,608,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,R7-C1-source,608,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,R7-R1,47,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,R7-R4,608,2.832459652802222e-11,1.7763568394002505e-15,6.271428571428571e-5,kg/s,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,R9-RE1-closed-component,47,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,R9-RE1-energized,44,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,R9-RE1-integer-energized,44,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,R9-RE1-integer-live,47,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,R9-RE1-live,47,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,R9-RE1-live-product,47,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,R9-RE2-live-root,44,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,R9-RE2-root-available,704,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,R9-RE3,752,1.070541225112187e-9,1.070541225112187e-15,1.0e-6,pu,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,R9-RE4-commitment,32,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,R9-RE4-device-P,128,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,R9-RE4-device-Q,128,0.0,0.0,2.7877279102384292e-5,Mvar,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,R9-RE4-served,704,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,R9-RL1-critical,704,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,R9-RL1-ordinary,704,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,R9-RL1-split,704,3.186029800247475e-11,8.881784197001252e-16,2.7877279102384292e-5,MW,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,R9-RL2,1,1.6629123208409905e-10,1.7763568394002505e-15,1.0682203848858893e-5,MWh,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,R9-RW1-off,36,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,R9-RW1-on,36,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,R9-RW1-state,36,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,binary-a_off,47,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,binary-a_on,47,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,binary-beta,44,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,binary-z,47,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,forest-edges,1,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,forest-independent,1,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,inactive-charge,128,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,inactive-discharge,128,0.0,0.0,2.7877279102384292e-5,MW,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,inactive-energy,136,0.0,0.0,1.1278250000000002e-5,MWh,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,integer-a_off,47,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,integer-a_on,47,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,integer-beta,44,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,integer-z,47,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,load-port,608,0.0,0.0,6.271428571428571e-5,kg/s,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,off-action,47,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,on-action,47,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,one-root-per-component,2,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,root-eligible,44,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,root-supply,44,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,source-port,608,0.0,0.0,6.271428571428571e-5,kg/s,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,virtual-arc,47,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,shared,virtual-node,44,0.0,0.0,1.0e-6,1,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,thermal,R7-T-bound,14464,0.0,0.0,0.0001,K,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,thermal,R7-T-control,2432,7.946421298754558e-8,7.946421298754558e-14,1.0e-6,MW,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,thermal,R7-T-idle-load,128,0.0,0.0,0.0001,K,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,thermal,R7-T-idle-source,2304,0.0,0.0,0.0001,K,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,thermal,R7-T-mass,2432,1.7763568394002505e-9,1.7763568394002505e-15,1.0e-6,kg/s,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,thermal,R7-T-port-load,2304,0.0,0.0,0.0001,K,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,thermal,R7-T-port-source,128,0.0,0.0,0.0001,K,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,thermal,R7-T1-transport,4736,5.2864379540551454e-8,5.286437954055145e-12,0.0001,K,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,thermal,R7-T2-load,2432,1.4731271757995046e-8,1.4731271757995046e-14,1.0e-6,MW,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,thermal,R7-T2-source,2432,3.2240876635114546e-7,3.2240876635114546e-13,1.0e-6,MW,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,thermal,R7-T3-mix,4864,5.6274984672199935e-8,5.6274984672199935e-12,0.0001,K,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,thermal,R7-T4-inventory,4810,2.646771690706373e-7,1.6542323066914832e-14,6.25e-8,MWh,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,thermal,R7-T4-pipe-energy,4736,1.186550857568136e-8,7.41594285980085e-16,6.25e-8,MWh,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,thermal,R7-T4-pipe-mass,4736,1.616879469818539e-8,1.616879469818539e-14,1.0e-6,kg/s,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,thermal,R7-T4-spatial,55796,0.0,0.0,0.0001,K,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,thermal,R7-T4-total,64,3.406719351062293e-7,2.129199594413933e-14,6.25e-8,MWh,true
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,thermal,objective,1,8.100187187665142e-7,5.062616992290714e-14,6.25e-8,MWh,true
