absolute_change,cost,id,iteration,mode,model_pass,original_outer_status,paper_form_epsilon_0.0001,paper_form_epsilon_0.01,paper_form_epsilon_1.0e-6,physical_pass,project_stop,projected_gradient_norm,relative_change,small_accepted_before,smooth,stage,trusted_sensitivity
0.26602322249772214,180.21205515240945,two-source-box50-physical,2,dispatch,true,line_search_stalled,false,false,false,false,false,0.006941096701495342,0.0014739918825216658,0,true,15,true
0.06562257137329652,180.14643258103615,two-source-box50-physical,3,dispatch,true,line_search_stalled,false,false,false,false,false,0.00700598720588852,0.00036414085238525254,0,true,29,true
0.01635709776385852,180.1300754832723,two-source-box50-physical,4,dispatch,true,line_search_stalled,false,false,false,false,false,0.007022351347807598,9.079889914833881e-5,0,true,47,true
0.0040863091374774285,180.12598917413482,two-source-box50-physical,5,dispatch,true,line_search_stalled,false,true,false,false,false,0.007026451739175488,2.268532407214198e-5,0,true,69,true
0.0020428725980821127,180.12394630153673,two-source-box50-physical,6,dispatch,true,line_search_stalled,false,true,false,false,false,0.0070285031021303235,1.134135394591609e-5,0,true,93,true
0.001021416881286541,180.12292488465545,two-source-box50-physical,7,dispatch,true,line_search_stalled,false,true,false,false,false,0.007029529114158328,5.670633484659706e-6,0,true,119,true
,181.6353979901378,two-source-box50-normalized,0,dispatch,true,line_search_stalled,,,,false,false,0.005813756785927104,,0,true,1,true
1.0771489132428087,180.55824907689498,two-source-box50-normalized,1,dispatch,true,line_search_stalled,false,false,false,false,false,0.00667740656108351,0.0059302807996781245,0,true,5,true
0.2490109013299957,180.30923817556499,two-source-box50-normalized,2,dispatch,true,line_search_stalled,false,false,false,false,false,0.006924758539318621,0.0013791167260596804,0,true,15,true
0.06153376653912801,180.24770440902586,two-source-box50-normalized,3,dispatch,true,line_search_stalled,false,false,false,false,false,0.006988776767797411,0.0003412679636481704,0,true,29,true
0.01534477252644706,180.2323596364994,two-source-box50-normalized,4,dispatch,true,line_search_stalled,false,false,false,false,false,0.007004922132742175,8.513158365460256e-5,0,true,47,true
0.0038338303052114497,180.2285258061942,two-source-box50-normalized,5,dispatch,true,line_search_stalled,false,true,false,false,false,0.007008967298991253,2.1271598024592744e-5,0,true,69,true
0.0009584913224500724,180.22756731487175,two-source-box50-normalized,6,dispatch,true,line_search_stalled,false,true,false,false,false,0.0070099790258013606,5.3181998696519905e-6,0,true,95,true
,,two-source-box75-physical,0,diagnostic,true,untrusted_sensitivity,,,,false,false,0.17289077465781033,,0,true,2,true
,,two-source-box75-physical,1,diagnostic,true,untrusted_sensitivity,,,,false,false,0.17326631127210923,,0,true,4,true
,187.48422019241065,two-source-box75-physical,2,dispatch,true,untrusted_sensitivity,,,,false,false,0.022942550181072052,,0,true,7,true
1.0336850338406975,186.45053515856995,two-source-box75-physical,3,dispatch,true,untrusted_sensitivity,false,false,false,false,false,0.02318656187455237,0.00551345085351637,0,true,15,true
0.1296642072275631,186.32087095134239,two-source-box75-physical,4,dispatch,true,untrusted_sensitivity,false,false,false,false,false,0.023218488885252686,0.0006954348890298869,0,true,29,true
0.06487727573988877,186.2559936756025,two-source-box75-physical,5,dispatch,true,untrusted_sensitivity,false,false,false,false,false,0.02323457152952102,0.0003482018702930572,0,true,45,true
0.016224351064238363,186.23976932453826,two-source-box75-physical,6,dispatch,true,untrusted_sensitivity,false,false,false,false,false,0.023238605487417408,8.710780654122689e-5,0,true,65,true
0.008113189338786242,186.23165613519947,two-source-box75-physical,7,dispatch,true,untrusted_sensitivity,false,true,false,false,false,0.023240624376485997,4.356314104238572e-5,0,true,87,true
0.004062125149033591,186.22759401005044,two-source-box75-physical,8,dispatch,true,untrusted_sensitivity,false,true,false,false,false,,2.1812216211429654e-5,0,false,111,false
,,two-source-box75-normalized,0,diagnostic,true,line_search_stalled,,,,false,false,0.17289077465781033,,0,true,2,true
,,two-source-box75-normalized,1,diagnostic,true,line_search_stalled,,,,false,false,0.17326639694515278,,0,true,4,true
,187.48535249434866,two-source-box75-normalized,2,dispatch,true,line_search_stalled,,,,false,false,0.022942549955770275,,0,true,7,true
1.0278991545528413,186.45745333979582,two-source-box75-normalized,3,dispatch,true,line_search_stalled,false,false,false,false,false,0.02318208374926911,0.005482557121809423,0,true,15,true
0.12890377514025886,186.32854956465556,two-source-box75-normalized,4,dispatch,true,line_search_stalled,false,false,false,false,false,0.023213377386694933,0.0006913307718804222,0,true,29,true
0.06449356127083661,186.26405600338472,two-source-box75-normalized,5,dispatch,true,line_search_stalled,false,false,false,false,false,0.023229138448582765,0.0003461281774667467,0,true,45,true
0.016127399321362645,186.24792860406336,two-source-box75-normalized,6,dispatch,true,line_search_stalled,false,false,false,false,false,0.02323309136240881,8.658352914353794e-5,0,true,65,true
0.008064224072597881,186.23986437999076,two-source-box75-normalized,7,dispatch,true,line_search_stalled,false,true,false,false,false,0.023235069664387042,4.329832891586825e-5,0,true,87,true
0.0020161011573236465,186.23784827883344,two-source-box75-normalized,8,dispatch,true,line_search_stalled,false,true,false,false,false,0.02323556443359065,1.0825293306754858e-5,0,true,113,true
,,two-source-legacy_tail-physical,0,diagnostic,true,line_search_stalled,,,,false,false,0.2843082416358288,,0,true,2,true
,,two-source-legacy_tail-physical,1,diagnostic,true,line_search_stalled,,,,false,false,0.39970610732162837,,0,true,4,true
,,two-source-legacy_tail-normalized,0,diagnostic,true,line_search_stalled,,,,false,false,0.2843082416358288,,0,true,2,true
,,two-source-legacy_tail-normalized,1,diagnostic,true,line_search_stalled,,,,false,false,0.3997062413547946,,0,true,4,true
,,two-source-bounded_return_tail-physical,0,diagnostic,true,line_search_stalled,,,,false,false,0.284308250774875,,0,true,2,true
,457.45322223583787,two-source-bounded_return_tail-physical,1,dispatch,true,line_search_stalled,,,,false,false,0.0013223605993862853,,0,true,3,true
1.2975547527967706,456.1556674830411,two-source-bounded_return_tail-physical,2,dispatch,true,line_search_stalled,false,false,false,false,false,0.006629572487678037,0.002836475271624215,0,true,7,true
,,two-source-bounded_return_tail-normalized,0,diagnostic,true,line_search_stalled,,,,false,false,0.284308250774875,,0,true,2,true
,457.45335774777936,two-source-bounded_return_tail-normalized,1,dispatch,true,line_search_stalled,,,,false,false,0.0013223620412134984,,0,true,3,true
1.1286016008083948,456.32475614697097,two-source-bounded_return_tail-normalized,2,dispatch,true,line_search_stalled,false,false,false,false,false,0.006812966522650399,0.002467140270573024,0,true,7,true
,,two-source-core_only-physical,0,diagnostic,true,line_search_stalled,,,,false,false,0.2843082591417817,,0,true,2,true
,68.52258003882194,two-source-core_only-physical,1,dispatch,true,line_search_stalled,,,,false,false,0.0034119761432130913,,0,true,3,true
1.4034771558770416,67.1191028829449,two-source-core_only-physical,2,dispatch,true,line_search_stalled,false,false,false,false,false,0.01799008094851695,0.020481966018820248,0,true,7,true
,,two-source-core_only-normalized,0,diagnostic,true,line_search_stalled,,,,false,false,0.2843082591417817,,0,true,2,true
,68.52271438850178,two-source-core_only-normalized,1,dispatch,true,line_search_stalled,,,,false,false,0.003411977175062697,,0,true,3,true
1.2502155330035976,67.27249885549818,two-source-core_only-normalized,2,dispatch,true,line_search_stalled,false,false,false,false,false,0.018087158593106945,0.018245271573967093,0,true,7,true
,,two-source-schpd-step001,0,diagnostic,true,line_search_stalled,,,,false,false,0.2792360857329348,,0,true,2,true
,,two-source-schpd-step001,1,diagnostic,true,line_search_stalled,,,,false,false,0.27842089974322437,,0,true,4,true
,,two-source-schpd-step001,2,diagnostic,true,line_search_stalled,,,,false,false,0.27858045390633923,,0,true,8,true
,186.26051502318919,two-source-schpd-step001,3,dispatch,true,line_search_stalled,,,,false,false,0.036472431749423384,,0,true,11,true
0.6296309734146064,185.63088404977458,two-source-schpd-step001,4,dispatch,true,line_search_stalled,false,false,false,false,false,0.03585099861010299,0.0033803781404567585,0,true,15,true
0.33855566911924484,185.29232838065533,two-source-schpd-step001,5,dispatch,true,line_search_stalled,false,false,false,false,false,0.03547405310973306,0.0018238111123172016,0,true,19,true
0.6454810890803913,184.64684729157494,two-source-schpd-step001,6,dispatch,true,line_search_stalled,false,false,false,false,false,0.034953696669987266,0.0034835823734393743,0,true,23,true
0.6408876969328219,184.00595959464212,two-source-schpd-step001,7,dispatch,true,line_search_stalled,false,false,false,false,false,0.03449298239777776,0.0034708835072650834,0,true,27,true
0.6193246950403761,183.38663489960175,two-source-schpd-step001,8,dispatch,true,line_search_stalled,false,false,false,false,false,0.03409109886340789,0.0033657860669552443,0,true,31,true
0.2476322841465901,183.13900261545515,two-source-schpd-step001,9,dispatch,true,line_search_stalled,false,false,false,false,false,0.02153865159971824,0.0013503289608981636,0,true,35,true
0.8781707564188537,182.2608318590363,two-source-schpd-step001,10,dispatch,true,line_search_stalled,false,false,false,false,false,0.033575431953198676,0.004795105050685389,0,true,39,true
0.2559588157742212,182.00487304326208,two-source-schpd-step001,11,dispatch,true,line_search_stalled,false,false,false,false,false,0.021153919734081428,0.001404354480134186,0,true,43,true
0.7648937909842743,181.2399792522778,two-source-schpd-step001,12,dispatch,true,line_search_stalled,false,false,false,false,false,0.013897093108093617,0.004202600612800412,0,true,47,true
,,two-source-schpd-step100,0,diagnostic,true,line_search_stalled,,,,false,false,0.2792360857329348,,0,true,2,true
,,two-source-schpd-step100,1,diagnostic,true,line_search_stalled,,,,false,false,0.2800966491876268,,0,true,8,true
,179.98667355613685,two-source-schpd-step100,2,dispatch,true,line_search_stalled,,,,false,false,0.014376854664160277,,0,true,17,true
