run_id,trial,update,accepted,physical_pass,equation,scope,entity,t,residual,unit,tolerance,pass
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-41,model,2,4,0.0,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-41,model,2,4,0.0,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-24,model,2,4,0.0,kPa,0.001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-24-order,model,2,4,0.0,normalized,1.0e-6,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-35:36,model,S1,1,5.684341886080802e-14,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,mix-original,physics,S1,1,5.684341886080802e-14,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-35:36,model,S1,2,5.684341886080802e-14,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,mix-original,physics,S1,2,5.684341886080802e-14,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-35:36,model,S1,3,1.1368683772161603e-13,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,mix-original,physics,S1,3,1.1368683772161603e-13,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-35:36,model,S1,4,5.684341886080802e-14,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,mix-original,physics,S1,4,5.684341886080802e-14,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-35:36,model,S2,1,5.684341886080802e-14,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,mix-original,physics,S2,1,5.684341886080802e-14,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-35:36,model,S2,2,5.684341886080802e-14,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,mix-original,physics,S2,2,5.684341886080802e-14,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-35:36,model,S2,3,1.1368683772161603e-13,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,mix-original,physics,S2,3,1.1368683772161603e-13,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-35:36,model,S2,4,5.684341886080802e-14,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,mix-original,physics,S2,4,5.684341886080802e-14,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-35:36,model,R1,1,5.684341886080802e-14,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,mix-original,physics,R1,1,5.684341886080802e-14,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-35:36,model,R1,2,5.684341886080802e-14,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,mix-original,physics,R1,2,5.684341886080802e-14,K,0.0001,true
