record,run_id,side,pipe,scenario,time_h,energy_MWh,outlet_mean_K,flow_kg_s
thermal-steady_n4_curtail_heat,r7-thermal-60c0f597-5bcd-4b43-a5d1-12f41bba34e6,S,1,1,0.75,0.11666666666666758,343.15,3.174603174603175
thermal-steady_n4_curtail_heat,r7-thermal-60c0f597-5bcd-4b43-a5d1-12f41bba34e6,S,1,1,1.0,0.1166666666666667,343.15,3.174603174603175
thermal-steady_n4_curtail_heat,r7-thermal-60c0f597-5bcd-4b43-a5d1-12f41bba34e6,R,1,1,0.0,0.11666666666666665,,
thermal-steady_n4_curtail_heat,r7-thermal-60c0f597-5bcd-4b43-a5d1-12f41bba34e6,R,1,1,0.25,0.1166666666666667,313.15,3.174603174603175
thermal-steady_n4_curtail_heat,r7-thermal-60c0f597-5bcd-4b43-a5d1-12f41bba34e6,R,1,1,0.5,0.11666666666666647,313.15,3.174603174603175
thermal-steady_n4_curtail_heat,r7-thermal-60c0f597-5bcd-4b43-a5d1-12f41bba34e6,R,1,1,0.75,0.11666666666666647,313.15,3.174603174603175
thermal-steady_n4_curtail_heat,r7-thermal-60c0f597-5bcd-4b43-a5d1-12f41bba34e6,R,1,1,1.0,0.11666666666666581,313.15,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,S,1,1,0.0,0.11666666666666665,,
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,S,1,1,0.0625,0.11666666666666672,343.1499999999999,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,S,1,1,0.125,0.11666666666666681,343.1499999999999,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,S,1,1,0.1875,0.11666666666666681,343.14999999999986,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,S,1,1,0.25,0.11666666666666675,343.14999999999986,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,S,1,1,0.3125,0.11666666666666675,343.1499999999999,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,S,1,1,0.375,0.11666666666666675,343.1499999999999,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,S,1,1,0.4375,0.11666666666666675,343.1499999999999,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,S,1,1,0.5,0.11666666666666675,343.1499999999999,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,S,1,1,0.5625,0.11666666666666675,343.1499999999999,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,S,1,1,0.625,0.11666666666666675,343.1499999999999,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,S,1,1,0.6875,0.11666666666666686,343.1499999999999,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,S,1,1,0.75,0.11666666666666686,343.1499999999999,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,S,1,1,0.8125,0.11666666666666764,343.1499999999999,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,S,1,1,0.875,0.11666666666666775,343.1499999999999,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,S,1,1,0.9375,0.11666666666666708,343.15000000000003,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,S,1,1,1.0,0.11666666666666642,343.1499999999993,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,R,1,1,0.0,0.11666666666666665,,
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,R,1,1,0.0625,0.11666666666666656,313.15,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,R,1,1,0.125,0.11666666666666647,313.15,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,R,1,1,0.1875,0.11666666666666642,313.1499999999999,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,R,1,1,0.25,0.1166666666666662,313.1499999999999,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,R,1,1,0.3125,0.11666666666666597,313.15,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,R,1,1,0.375,0.11666666666666597,313.15,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,R,1,1,0.4375,0.11666666666666575,313.15,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,R,1,1,0.5,0.11666666666666553,313.15,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,R,1,1,0.5625,0.1166666666666657,313.15,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,R,1,1,0.625,0.11666666666666614,313.15,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,R,1,1,0.6875,0.11666666666666625,313.15,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,R,1,1,0.75,0.11666666666666586,313.15,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,R,1,1,0.8125,0.11666666666666614,313.15,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,R,1,1,0.875,0.11666666666666548,313.15,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,R,1,1,0.9375,0.11666666666666442,313.14999999999986,3.174603174603175
thermal-steady_n16_same_dispatch,r7-thermal-f1bf0eee-31aa-4c27-9914-70b467c1c184,R,1,1,1.0,0.1166666666666637,313.1499999999992,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,S,1,1,0.0,0.11666666666666665,,
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,S,1,1,0.0625,0.11666666666666672,343.1499999999999,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,S,1,1,0.125,0.11666666666666681,343.1499999999999,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,S,1,1,0.1875,0.11666666666666681,343.14999999999986,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,S,1,1,0.25,0.11666666666666675,343.14999999999986,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,S,1,1,0.3125,0.11666666666666675,343.1499999999999,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,S,1,1,0.375,0.11666666666666675,343.1499999999999,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,S,1,1,0.4375,0.11666666666666675,343.1499999999999,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,S,1,1,0.5,0.11666666666666675,343.1499999999999,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,S,1,1,0.5625,0.11666666666666675,343.1499999999999,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,S,1,1,0.625,0.11666666666666675,343.1499999999999,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,S,1,1,0.6875,0.11666666666666686,343.1499999999999,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,S,1,1,0.75,0.11666666666666686,343.1499999999999,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,S,1,1,0.8125,0.11666666666666764,343.1499999999999,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,S,1,1,0.875,0.11666666666666775,343.1499999999999,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,S,1,1,0.9375,0.11666666666666708,343.15000000000003,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,S,1,1,1.0,0.11666666666666642,343.1499999999993,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,R,1,1,0.0,0.11666666666666665,,
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,R,1,1,0.0625,0.11666666666666656,313.15,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,R,1,1,0.125,0.11666666666666647,313.15,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,R,1,1,0.1875,0.11666666666666642,313.1499999999999,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,R,1,1,0.25,0.1166666666666662,313.1499999999999,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,R,1,1,0.3125,0.11666666666666597,313.15,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,R,1,1,0.375,0.11666666666666597,313.15,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,R,1,1,0.4375,0.11666666666666575,313.15,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,R,1,1,0.5,0.11666666666666553,313.15,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,R,1,1,0.5625,0.1166666666666657,313.15,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,R,1,1,0.625,0.11666666666666614,313.15,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,R,1,1,0.6875,0.11666666666666625,313.15,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,R,1,1,0.75,0.11666666666666586,313.15,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,R,1,1,0.8125,0.11666666666666614,313.15,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,R,1,1,0.875,0.11666666666666548,313.15,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,R,1,1,0.9375,0.11666666666666442,313.14999999999986,3.174603174603175
thermal-steady_n16_curtail_heat,r7-thermal-2bf7cb8a-c659-4e95-8d17-39269c5da060,R,1,1,1.0,0.1166666666666637,313.1499999999992,3.174603174603175
hot_outlet_n1_same_dispatch,r7-thermal-a2386ecf-7884-44f5-9d03-b64c4d8c7500,S,1,1,0.0,0.11666666666666665,,
hot_outlet_n1_same_dispatch,r7-thermal-a2386ecf-7884-44f5-9d03-b64c4d8c7500,S,1,1,0.25,0.08333333333333348,353.15,3.174603174603175
hot_outlet_n1_same_dispatch,r7-thermal-a2386ecf-7884-44f5-9d03-b64c4d8c7500,R,1,1,0.0,0.11666666666666665,,
hot_outlet_n1_same_dispatch,r7-thermal-a2386ecf-7884-44f5-9d03-b64c4d8c7500,R,1,1,0.25,0.1166666666666667,313.15,3.174603174603175
hot_outlet_n1_curtail_heat,r7-thermal-6bd88d66-1deb-40ef-876c-d38f6083c5f2,S,1,1,0.0,0.11666666666666665,,
hot_outlet_n1_curtail_heat,r7-thermal-6bd88d66-1deb-40ef-876c-d38f6083c5f2,S,1,1,0.25,0.08333333333333348,353.15,3.174603174603175
hot_outlet_n1_curtail_heat,r7-thermal-6bd88d66-1deb-40ef-876c-d38f6083c5f2,R,1,1,0.0,0.11666666666666665,,
hot_outlet_n1_curtail_heat,r7-thermal-6bd88d66-1deb-40ef-876c-d38f6083c5f2,R,1,1,0.25,0.1166666666666667,313.15,3.174603174603175
hot_outlet_n4_same_dispatch,r7-thermal-f941425d-703d-4321-b478-690b0a021249,S,1,1,0.0,0.11666666666666665,,
hot_outlet_n4_same_dispatch,r7-thermal-f941425d-703d-4321-b478-690b0a021249,S,1,1,0.0625,0.10833333333333339,353.1499999999999,3.174603174603175
hot_outlet_n4_same_dispatch,r7-thermal-f941425d-703d-4321-b478-690b0a021249,S,1,1,0.125,0.10000000000000009,353.1499999999999,3.174603174603175
hot_outlet_n4_same_dispatch,r7-thermal-f941425d-703d-4321-b478-690b0a021249,S,1,1,0.1875,0.09166666666666684,353.1499999999999,3.174603174603175
hot_outlet_n4_same_dispatch,r7-thermal-f941425d-703d-4321-b478-690b0a021249,S,1,1,0.25,0.08333333333333337,353.1499999999999,3.174603174603175
hot_outlet_n4_same_dispatch,r7-thermal-f941425d-703d-4321-b478-690b0a021249,R,1,1,0.0,0.11666666666666665,,
hot_outlet_n4_same_dispatch,r7-thermal-f941425d-703d-4321-b478-690b0a021249,R,1,1,0.0625,0.11666666666666661,313.15,3.174603174603175
hot_outlet_n4_same_dispatch,r7-thermal-f941425d-703d-4321-b478-690b0a021249,R,1,1,0.125,0.11666666666666659,313.15,3.174603174603175
hot_outlet_n4_same_dispatch,r7-thermal-f941425d-703d-4321-b478-690b0a021249,R,1,1,0.1875,0.11666666666666659,313.1499999999999,3.174603174603175
hot_outlet_n4_same_dispatch,r7-thermal-f941425d-703d-4321-b478-690b0a021249,R,1,1,0.25,0.11666666666666647,313.1499999999999,3.174603174603175
hot_outlet_n4_curtail_heat,r7-thermal-2762ed3a-8d54-4950-ac2e-61ec0f0de17b,S,1,1,0.0,0.11666666666666665,,
hot_outlet_n4_curtail_heat,r7-thermal-2762ed3a-8d54-4950-ac2e-61ec0f0de17b,S,1,1,0.0625,0.10833333333333339,353.1499999999999,3.174603174603175
hot_outlet_n4_curtail_heat,r7-thermal-2762ed3a-8d54-4950-ac2e-61ec0f0de17b,S,1,1,0.125,0.10000000000000009,353.1499999999999,3.174603174603175
hot_outlet_n4_curtail_heat,r7-thermal-2762ed3a-8d54-4950-ac2e-61ec0f0de17b,S,1,1,0.1875,0.09166666666666684,353.1499999999999,3.174603174603175
hot_outlet_n4_curtail_heat,r7-thermal-2762ed3a-8d54-4950-ac2e-61ec0f0de17b,S,1,1,0.25,0.08333333333333337,353.1499999999999,3.174603174603175
hot_outlet_n4_curtail_heat,r7-thermal-2762ed3a-8d54-4950-ac2e-61ec0f0de17b,R,1,1,0.0,0.11666666666666665,,
hot_outlet_n4_curtail_heat,r7-thermal-2762ed3a-8d54-4950-ac2e-61ec0f0de17b,R,1,1,0.0625,0.11666666666666661,313.15,3.174603174603175
hot_outlet_n4_curtail_heat,r7-thermal-2762ed3a-8d54-4950-ac2e-61ec0f0de17b,R,1,1,0.125,0.11666666666666659,313.15,3.174603174603175
hot_outlet_n4_curtail_heat,r7-thermal-2762ed3a-8d54-4950-ac2e-61ec0f0de17b,R,1,1,0.1875,0.11666666666666659,313.1499999999999,3.174603174603175
hot_outlet_n4_curtail_heat,r7-thermal-2762ed3a-8d54-4950-ac2e-61ec0f0de17b,R,1,1,0.25,0.11666666666666647,313.1499999999999,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,S,1,1,0.0,0.11666666666666665,,
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,S,1,1,0.015625,0.11458333333333334,353.1500000000002,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,S,1,1,0.03125,0.11250000000000003,353.1499999999999,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,S,1,1,0.046875,0.11041666666666675,353.1499999999999,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,S,1,1,0.0625,0.10833333333333339,353.1500000000002,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,S,1,1,0.078125,0.10625000000000007,353.1499999999999,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,S,1,1,0.09375,0.1041666666666668,353.1499999999999,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,S,1,1,0.109375,0.10208333333333341,353.1499999999999,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,S,1,1,0.125,0.10000000000000009,353.1499999999999,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,S,1,1,0.140625,0.09791666666666676,353.1500000000002,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,S,1,1,0.15625,0.09583333333333344,353.1499999999999,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,S,1,1,0.171875,0.09375000000000018,353.1499999999999,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,S,1,1,0.1875,0.0916666666666667,353.1499999999999,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,S,1,1,0.203125,0.08958333333333345,353.1499999999999,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,S,1,1,0.21875,0.08750000000000026,353.1500000000002,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,S,1,1,0.234375,0.08541666666666674,353.1500000000002,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,S,1,1,0.25,0.08333333333333383,353.1500000000002,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,R,1,1,0.0,0.11666666666666665,,
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,R,1,1,0.015625,0.11666666666666671,313.1500000000001,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,R,1,1,0.03125,0.11666666666666667,313.1500000000001,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,R,1,1,0.046875,0.11666666666666664,313.1500000000001,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,R,1,1,0.0625,0.11666666666666675,313.1500000000001,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,R,1,1,0.078125,0.11666666666666675,313.1500000000001,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,R,1,1,0.09375,0.11666666666666659,313.1500000000001,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,R,1,1,0.109375,0.11666666666666675,313.14999999999986,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,R,1,1,0.125,0.11666666666666664,313.1500000000001,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,R,1,1,0.140625,0.11666666666666675,313.1500000000001,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,R,1,1,0.15625,0.11666666666666664,313.1500000000001,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,R,1,1,0.171875,0.1166666666666667,313.1500000000001,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,R,1,1,0.1875,0.11666666666666661,313.15,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,R,1,1,0.203125,0.11666666666666661,313.15,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,R,1,1,0.21875,0.11666666666666692,313.1500000000001,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,R,1,1,0.234375,0.11666666666666681,313.1500000000001,3.174603174603175
hot_outlet_n16_same_dispatch,r7-thermal-be2ec500-3100-42dd-ace5-5df261c3b08f,R,1,1,0.25,0.11666666666666675,313.1500000000001,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,S,1,1,0.0,0.11666666666666665,,
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,S,1,1,0.015625,0.11458333333333334,353.1500000000002,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,S,1,1,0.03125,0.11250000000000003,353.1499999999999,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,S,1,1,0.046875,0.11041666666666675,353.1499999999999,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,S,1,1,0.0625,0.10833333333333339,353.1500000000002,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,S,1,1,0.078125,0.10625000000000007,353.1499999999999,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,S,1,1,0.09375,0.1041666666666668,353.1499999999999,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,S,1,1,0.109375,0.10208333333333341,353.1499999999999,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,S,1,1,0.125,0.10000000000000009,353.1499999999999,3.174603174603175
