flow_sha256,id,model_cost,raw_physical_pass,roles,stage,strict_cost,strict_physical_pass,strict_stage,strict_status
f11eeb5bc03af3b1702dee53a3283553cf2c0385bb1005a5ccadfa030e051c19,single-source-box50-normalized,80.18286364359955,false,first_model_feasible,1,80.18286358625369,true,169,solver_optimal
0de66ddec018bad513bc48c14157c34817ae4b36af8e739ec1d9129059f5ab82,single-source-box50-normalized,78.13795728808135,false,epsilon_0.01,91,78.13795711622267,true,170,solver_optimal
421ff7c3a723f67bacf66db6d2ef58eac0fa6134cef6f83011ce9ae553c71c78,single-source-box50-normalized,78.13318117596482,false,lowest_model_cost,141,78.13318101938486,true,171,solver_optimal
02c20758b3b4d19617eee86d2687595bdbd8cc9898b69aac0610c89df0c867ea,single-source-box75-physical,81.37432712602194,false,first_model_feasible,11,81.37432695016642,true,115,solver_optimal
4b9e1f9854bda7be72794fd1b3836827b1fe38eb8b7ed04eaa9bcd1fb87ffc0b,single-source-box75-physical,80.06218795992545,false,epsilon_0.01,65,80.06218779151689,true,116,solver_optimal
e4ea3f2c21d699ac25cf29df7b763c180440380bcc0caf9922dfbe4e9e33b712,single-source-box75-physical,80.0584843187419,false,lowest_model_cost,87,80.05848420587928,true,117,solver_optimal
02c20758b3b4d19617eee86d2687595bdbd8cc9898b69aac0610c89df0c867ea,single-source-box75-normalized,81.37432712602194,false,first_model_feasible,11,81.37432695016642,true,115,solver_optimal
4b9e1f9854bda7be72794fd1b3836827b1fe38eb8b7ed04eaa9bcd1fb87ffc0b,single-source-box75-normalized,80.06218795992545,false,epsilon_0.01,65,80.06218779151689,true,116,solver_optimal
e4ea3f2c21d699ac25cf29df7b763c180440380bcc0caf9922dfbe4e9e33b712,single-source-box75-normalized,80.0584843187419,false,lowest_model_cost,87,80.05848420587928,true,117,solver_optimal
f105c03ff1b04cbb2813771b92f1bbfe3b0bad8564d1d1437faf0dea15193fae,single-source-legacy_tail-physical,146.03258188121853,false,first_model_feasible;lowest_model_cost,33,NaN,false,37,infeasible_certified
f105c03ff1b04cbb2813771b92f1bbfe3b0bad8564d1d1437faf0dea15193fae,single-source-legacy_tail-normalized,146.03258188121853,false,first_model_feasible;lowest_model_cost,33,NaN,false,37,infeasible_certified
fdd66f2c66b7ff641e1f47aeeec37f3e6c08aaf07842c60d95726b6eec4814f6,single-source-bounded_return_tail-physical,145.9874101696672,false,first_model_feasible,3,145.98741013057372,true,81,solver_optimal
2b5f0956144a787c1aaeff250fa8b668902c9c2e30d501d30156c19054f80686,single-source-bounded_return_tail-physical,145.53859554442477,false,epsilon_0.01;lowest_model_cost,53,145.5385955854701,true,82,solver_optimal
fdd66f2c66b7ff641e1f47aeeec37f3e6c08aaf07842c60d95726b6eec4814f6,single-source-bounded_return_tail-normalized,145.9874101696672,false,first_model_feasible,3,145.98741013057372,true,81,solver_optimal
2b5f0956144a787c1aaeff250fa8b668902c9c2e30d501d30156c19054f80686,single-source-bounded_return_tail-normalized,145.53859554442477,false,epsilon_0.01;lowest_model_cost,53,145.5385955854701,true,82,solver_optimal
1891a32f6d3fd59956b16ad72ea3ffceceab5c59a83dfba15b46043903e3d907,single-source-core_only-physical,32.71546565923246,false,first_model_feasible,3,32.71546564642049,true,57,solver_optimal
62828c075539321acb6204fe66c84abe8a7362a99f1cfd9cf0dae41d13d92d16,single-source-core_only-physical,32.26141101743488,false,epsilon_0.01;lowest_model_cost,53,NaN,false,58,infeasible_certified
1891a32f6d3fd59956b16ad72ea3ffceceab5c59a83dfba15b46043903e3d907,single-source-core_only-normalized,32.71546565923246,false,first_model_feasible,3,32.71546564642049,true,57,solver_optimal
62828c075539321acb6204fe66c84abe8a7362a99f1cfd9cf0dae41d13d92d16,single-source-core_only-normalized,32.26141101743488,false,epsilon_0.01;lowest_model_cost,53,NaN,false,58,infeasible_certified
09729349a0388e83d5744aae7be695e5cda77d111d34e504c9e1ecb817289dab,single-source-schpd-step001,80.22287842089806,false,first_model_feasible,3,80.22287832868975,true,103,solver_optimal
c48b1c71d3b39e2ecc87cf9abcd25813dbb707230deaf55cf0227556f69fbedd,single-source-schpd-step001,79.83053372930797,false,epsilon_0.01,39,79.8305336516701,true,104,solver_optimal
d525e661a70821cfb468cef679a9a06af6fb4f97eccf618714e5d1f629a70341,single-source-schpd-step001,79.82708900503249,false,lowest_model_cost,99,79.82715247556885,true,105,solver_optimal
44448510f6e6cf43f7836cdca38983effb573a9deb8afedfb158af9c50470a97,single-source-schpd-step100,80.94076673520452,false,first_model_feasible,11,80.94076673538278,true,149,solver_optimal
a4c20fff85d08e014e2b8baeb92d0bf4726aa214cad6e4b04d5bef9dd2a0efc8,single-source-schpd-step100,77.99109722424805,false,lowest_model_cost,121,77.99109743997553,true,150,solver_optimal
bd625d5901f3ef74979a96527a72e3cc7d7b69d82a58bca6df6e4d6666145026,two-source-schpd-physical,182.9863617551801,false,first_model_feasible,3,182.98636175603403,true,35,solver_optimal
8ccc51e3c4b2681a0807a1d91a51ace79244f023a794c325f2161a1af73c3017,two-source-schpd-physical,179.4094280900252,false,lowest_model_cost,7,179.4094280944851,true,36,solver_optimal
c84f6fe4ce014bc972b9badc2ab8c73ac0d838c6caf3b517f320f502717f655d,two-source-schpd-normalized,182.9893076421676,false,first_model_feasible,3,182.98930764304856,true,35,solver_optimal
6f261c9a177c328ed2d3a2eac006f884e791e2bcdde5c52d85b02ad94205cf38,two-source-schpd-normalized,180.0356520558546,false,lowest_model_cost,7,180.03565207241763,true,36,solver_optimal
bb1eec4ae015180a027e8af6e6cf0979150a04aa18c836f2875334ff869f9bf7,two-source-case_fixed-physical,181.63539796104027,false,first_model_feasible,1,181.63539797069214,true,147,solver_optimal
66e516603e77971a5be16435721f54b226293df6de322ffe5357b91f254a802c,two-source-case_fixed-physical,180.12598911828283,false,epsilon_0.01,69,180.12598906136182,true,148,solver_optimal
20ed2f408e0c8a0f8660b8678dcecd52251a743a707b61a881958e7e8f001b39,two-source-case_fixed-physical,180.122924828581,false,lowest_model_cost,119,180.1229248285656,true,149,solver_optimal
bb1eec4ae015180a027e8af6e6cf0979150a04aa18c836f2875334ff869f9bf7,two-source-case_fixed-normalized,181.63539796104027,false,first_model_feasible,1,181.63539797069214,true,123,solver_optimal
e435b5a0f7564ff16c41cb97003d7f21df00890df8253239cd7e2b7380a3b5b9,two-source-case_fixed-normalized,180.22852574747532,false,epsilon_0.01,69,180.22852569316237,true,124,solver_optimal
b58d6971c0ea7d81b15a0d610b084f4c297f1c7ea552fe5fff243ebe583c0572,two-source-case_fixed-normalized,180.22756725963177,false,lowest_model_cost,95,180.22756743456637,true,125,solver_optimal
32e00ddc6b00f818fa3954dca8e8624034a6f233910d1e62d696124a966eb744,two-source-box25-physical,184.14377267645108,false,first_model_feasible,3,184.1437726760672,true,123,solver_optimal
8437d8164ba1454d53835bed3afcc977470307dd5120cc26a514a791ba33d770,two-source-box25-physical,183.19062309913284,false,epsilon_0.01;lowest_model_cost,95,183.1906231397375,true,124,solver_optimal
1c7626aa83bd2cbe043966c9286d2a300053bb23bb669e4b11e63b15144de0cf,two-source-box25-normalized,184.14215977379746,false,first_model_feasible,3,184.14215977334698,true,123,solver_optimal
c8f92f4762d9d01ab3cdfb6fb102fb9eaa2bba9cfd10c032b0fd899f86133dbd,two-source-box25-normalized,183.1942052448302,false,epsilon_0.01;lowest_model_cost,95,183.19420528078007,true,124,solver_optimal
caf1b83c30d4087e2e638dc545e2ef52fe39c74920ad777098e55ec0133dd896,two-source-box50-physical,181.6353979901378,false,first_model_feasible,1,181.635397999794,true,147,solver_optimal
3e822c903753f243cee2850ca7bf3069552bd18883cee5d42245f9ea67b45602,two-source-box50-physical,180.12598917413482,false,epsilon_0.01,69,180.12598911724314,true,148,solver_optimal
ee32d408071c7a9bfc7efa0d5f88a4c969dba6993d7ec80d3ac044d232f7449f,two-source-box50-physical,180.12292488465545,false,lowest_model_cost,119,180.12292488433872,true,149,solver_optimal
caf1b83c30d4087e2e638dc545e2ef52fe39c74920ad777098e55ec0133dd896,two-source-box50-normalized,181.6353979901378,false,first_model_feasible,1,181.635397999794,true,123,solver_optimal
426438ef9c66a57e93a181f63b6ccdd8340b68ff819e7566083c96a9bd0d46dc,two-source-box50-normalized,180.2285258061942,false,epsilon_0.01,69,180.22852575188796,true,124,solver_optimal
a4d205f3a03bafebdf653b29d9fc43cfbf99edc4a6e5ca074d55bd180e47e0ca,two-source-box50-normalized,180.22756731487175,false,lowest_model_cost,95,180.2275674933986,true,125,solver_optimal
576f3c0ed5eff64bddf897730e243ca2f9ee355334e8024cceeef57afe6fe467,two-source-box75-physical,187.48422019241065,false,first_model_feasible,7,187.4842202002377,true,115,solver_optimal
8bc5e6ed12adb8c5001076031afd3676dfb0ffd4b29833d31233d1c124012b63,two-source-box75-physical,186.23165613519947,false,epsilon_0.01,87,186.23165617922547,true,116,solver_optimal
fa4769d877f80943e8a002dfdcd5e323ca6ce64f26b679318d03eadbdd67f551,two-source-box75-physical,186.22759401005044,false,lowest_model_cost,111,186.22759896635472,true,117,solver_optimal
4c4824db5d352b31006716e1fc299cf880881acdb8d876f4758366d9b7979586,two-source-box75-normalized,187.48535249434866,false,first_model_feasible,7,187.4853525021485,true,141,solver_optimal
de6bc78bee0a7b8f9e0da8c98cabce68baeeb6982d80d76b204596bf869006a5,two-source-box75-normalized,186.23986437999076,false,epsilon_0.01,87,186.23986430803518,true,142,solver_optimal
75c4bd6a204685177332bdbe2b51479c4eb0c7077393fa818c09c766aa947d9d,two-source-box75-normalized,186.23784827883344,false,lowest_model_cost,113,186.2378483321213,true,143,solver_optimal
973ad1348ab0b0be27d1b10a43149387c19708b77626c6d67c054a98496a3129,two-source-bounded_return_tail-physical,457.45322223583787,false,first_model_feasible,3,457.4532214294585,true,35,solver_optimal
822b26964418d8a26c90d7865a21fe3c30e0a141e6112072998a3e1b6e694817,two-source-bounded_return_tail-physical,456.1556674830411,false,lowest_model_cost,7,456.1556666641667,true,36,solver_optimal
9b21f185c6740ec1fb242e3b9cde7550927dffa37307047584c9abedafbf10f0,two-source-bounded_return_tail-normalized,457.45335774777936,false,first_model_feasible,3,457.4533569416776,true,35,solver_optimal
a3192755fe94edc9c9a9914dbbdb8335d85f21c06354c9ef0b24d01f87c8cb6d,two-source-bounded_return_tail-normalized,456.32475614697097,false,lowest_model_cost,7,456.32475523137447,true,36,solver_optimal
3b9565653b51e0efa244c050ae38f19996307aa141d810feaaefc4a21770b215,two-source-core_only-physical,68.52258003882194,false,first_model_feasible,3,68.52258004328633,true,35,solver_optimal
ef2cdb83f6670d9f4655ef3755561350744c4df9226ea6c003922e2f59c152e9,two-source-core_only-physical,67.1191028829449,false,lowest_model_cost,7,67.11910288819897,true,36,solver_optimal
ed9b8e442b1feeee2316eb16bf053f9792dfea06a3fe4ab2423a447b8fe0c45f,two-source-core_only-normalized,68.52271438850178,false,first_model_feasible,3,68.52271439305166,true,35,solver_optimal
bdbe51a7fff2b14e13c5e1fed604b1f162352800d3e713edb506133eb4a2cdbf,two-source-core_only-normalized,67.27249885549818,false,lowest_model_cost,7,67.27249876548973,true,36,solver_optimal
c6fd527c6e0d44cb693e3fc242867c4c9a31f8cb5592fb4f13f7fe4157872f62,two-source-schpd-step001,186.26051502318919,false,first_model_feasible,11,186.26051504414926,true,75,solver_optimal
ad836458aacf3ee459ad56f73b20e8c90526096add09ed471ad3e0e20447499e,two-source-schpd-step001,181.2399792522778,false,lowest_model_cost,47,181.23997926401458,true,76,solver_optimal
8117774a6b3695702d7ad7e024c608c475f46d37e35a0001a7c48dd2388510ac,two-source-schpd-step100,179.98667355613685,false,first_model_feasible;lowest_model_cost,17,179.98667355734614,true,45,solver_optimal
