run_id,case,policy,loss,node,t,H_src_MW,H_D_MW,P_CHP_MW,P_HP_MW,P_EB_MW,P_PV_MW,source_mass_kg_s,load_mass_kg_s,S_K,R_K
electric_bottleneck--fixed--exponential,electric_bottleneck,fixed,exponential,2,3,0.10958309148086881,0.10958309150329454,0.0,0.036527697160289606,0.0,0.3552737881225854,0.6435871289496253,0.6554012914062187,344.4452511752128,304.1405250173642
electric_bottleneck--fixed--exponential,electric_bottleneck,fixed,exponential,2,4,0.10666671783614037,0.10666671783613535,0.0,0.03555557261204679,0.0,0.09000000000000001,0.8349800485617718,0.8349800485617745,348.43081634601344,317.8691836539865
electric_bottleneck--fixed--exponential,electric_bottleneck,fixed,exponential,3,1,0.18,0.21168438726163896,0.15,0.0,0.0,0.0,1.0794115141823788,1.271088917259321,343.44599116652626,303.6044055606667
electric_bottleneck--fixed--exponential,electric_bottleneck,fixed,exponential,3,2,0.1799999999711317,0.27166717598676904,0.15,0.0,0.0,0.0,1.0765608485894889,1.6269710436275375,343.25380106368095,303.3070868179288
electric_bottleneck--fixed--exponential,electric_bottleneck,fixed,exponential,3,3,0.17999999999414595,0.21334746778948982,0.15,0.0,0.0,0.0,1.0791824912642534,1.2808053382679034,343.4317288005875,303.5817511812971
electric_bottleneck--fixed--exponential,electric_bottleneck,fixed,exponential,3,4,0.20944263713005867,0.20944263713005867,0.15,0.0,0.03099224963091887,0.0,1.6445276547617138,1.6445276547617322,348.3841293578042,317.9158706421957
electric_bottleneck--joint--reference,electric_bottleneck,joint,reference,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.15,303.15
electric_bottleneck--joint--reference,electric_bottleneck,joint,reference,1,2,0.09526666668494357,0.0,0.07938888890411964,0.0,0.0,0.0,0.7103991732716046,0.0,349.77657770054157,317.69451814526985
electric_bottleneck--joint--reference,electric_bottleneck,joint,reference,1,3,0.03693333313528478,0.0,0.03077777761273732,0.0,0.0,0.0,0.2678846182499705,0.0,350.5511517111148,317.567825948805
electric_bottleneck--joint--reference,electric_bottleneck,joint,reference,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.15,303.15
electric_bottleneck--joint--reference,electric_bottleneck,joint,reference,2,1,0.10732272334050169,0.10732272334050176,0.0,0.03577424111350056,0.0,0.0,0.8392678120629846,0.8392678120629895,348.44624530740305,317.8537546925969
electric_bottleneck--joint--reference,electric_bottleneck,joint,reference,2,2,0.12932272306951628,0.12932272328290842,0.0,0.043107574356505425,0.0,0.27,0.9922512710263373,0.9994840810452358,349.1798564683921,317.8763688676829
electric_bottleneck--joint--reference,electric_bottleneck,joint,reference,2,3,0.10958333094776679,0.10958333097393722,0.0,0.03652777698258893,0.0,0.35527602398752667,0.8433423068118823,0.8478130990914485,349.2059160539103,318.0500731309513
electric_bottleneck--joint--reference,electric_bottleneck,joint,reference,2,4,0.1073248715630356,0.1073248715630356,0.0,0.035774957187678535,0.0,0.08999999989831403,0.8392818268785964,0.839281826878602,348.4462960535994,317.85370394640057
electric_bottleneck--joint--reference,electric_bottleneck,joint,reference,3,1,0.21152778440650546,0.21152778440650552,0.15,0.0,0.03318714152248459,0.0,1.6674954714488919,1.6674954714488925,348.3238742257192,317.9761257742808
electric_bottleneck--joint--reference,electric_bottleneck,joint,reference,3,2,0.1799999999720196,0.2716666664503663,0.15,0.0,0.0,0.0,1.413431763566416,2.116598126819123,348.26981268097546,317.56392447157106
electric_bottleneck--joint--reference,electric_bottleneck,joint,reference,3,3,0.17999999999430144,0.21333333327306045,0.15,0.0,0.0,0.0,1.4360322504326741,1.6994460764030794,347.819349750152,317.78798640838676
electric_bottleneck--joint--reference,electric_bottleneck,joint,reference,3,4,0.2115277844472641,0.211527784407409,0.15,0.0,0.03318714152343591,0.0,1.667326488278019,1.667326488278019,348.32541209458117,317.9745879054188
electric_bottleneck--joint--exponential,electric_bottleneck,joint,exponential,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.15,303.15
