record_id,run_id,case,solver,node,t,dt_h,certified,LMP_USD_MWh,up_price_USD_MW_h,down_price_USD_MW_h
wide_line--highs,r5-market-952e7453-b839-4811-9ef9-7584c0111b26,wide_line,highs,1,3,1.0,true,50.0,2.0,1.0
wide_line--highs,r5-market-952e7453-b839-4811-9ef9-7584c0111b26,wide_line,highs,1,4,1.0,true,20.0,2.0,1.0
wide_line--highs,r5-market-952e7453-b839-4811-9ef9-7584c0111b26,wide_line,highs,2,1,1.0,true,50.0,2.0,1.0
wide_line--highs,r5-market-952e7453-b839-4811-9ef9-7584c0111b26,wide_line,highs,2,2,1.0,true,50.0,2.0,1.0
wide_line--highs,r5-market-952e7453-b839-4811-9ef9-7584c0111b26,wide_line,highs,2,3,1.0,true,50.0,2.0,1.0
wide_line--highs,r5-market-952e7453-b839-4811-9ef9-7584c0111b26,wide_line,highs,2,4,1.0,true,20.0,2.0,1.0
wide_line--clarabel,r5-market-ce0dfaf3-1cfb-440b-bb40-669df217bb8b,wide_line,clarabel,1,1,1.0,true,49.999999999946475,2.0000000001399267,0.9999999999553552
wide_line--clarabel,r5-market-ce0dfaf3-1cfb-440b-bb40-669df217bb8b,wide_line,clarabel,1,2,1.0,true,49.99999999996873,2.000000000144337,0.9999999999507777
wide_line--clarabel,r5-market-ce0dfaf3-1cfb-440b-bb40-669df217bb8b,wide_line,clarabel,1,3,1.0,true,50.00000000005549,2.000000000140556,0.9999999999451902
wide_line--clarabel,r5-market-ce0dfaf3-1cfb-440b-bb40-669df217bb8b,wide_line,clarabel,1,4,1.0,true,37.49599638792438,2.0000000001774083,0.9999999999691073
wide_line--clarabel,r5-market-ce0dfaf3-1cfb-440b-bb40-669df217bb8b,wide_line,clarabel,2,1,1.0,true,49.9999999999505,2.0000000001399267,0.9999999999553552
wide_line--clarabel,r5-market-ce0dfaf3-1cfb-440b-bb40-669df217bb8b,wide_line,clarabel,2,2,1.0,true,49.99999999997338,2.000000000144337,0.9999999999507777
wide_line--clarabel,r5-market-ce0dfaf3-1cfb-440b-bb40-669df217bb8b,wide_line,clarabel,2,3,1.0,true,50.000000000061604,2.000000000140556,0.9999999999451902
wide_line--clarabel,r5-market-ce0dfaf3-1cfb-440b-bb40-669df217bb8b,wide_line,clarabel,2,4,1.0,true,37.49599638793138,2.0000000001774083,0.9999999999691073
hand_hour--gurobi,r5-market-fda8845e-bea6-4592-855a-67c897fc151f,hand_hour,gurobi,1,1,1.0,true,20.0,5.0,2.0
two_bus--gurobi,r5-market-316d8759-14b0-40a0-8c3a-05f3350a6715,two_bus,gurobi,1,1,1.0,true,50.0,2.0,1.0
two_bus--gurobi,r5-market-316d8759-14b0-40a0-8c3a-05f3350a6715,two_bus,gurobi,1,2,1.0,true,20.0,2.0,1.0
two_bus--gurobi,r5-market-316d8759-14b0-40a0-8c3a-05f3350a6715,two_bus,gurobi,1,3,1.0,true,20.0,2.0,1.0
two_bus--gurobi,r5-market-316d8759-14b0-40a0-8c3a-05f3350a6715,two_bus,gurobi,1,4,1.0,true,20.0,2.0,1.0
two_bus--gurobi,r5-market-316d8759-14b0-40a0-8c3a-05f3350a6715,two_bus,gurobi,2,1,1.0,true,50.0,2.0,1.0
two_bus--gurobi,r5-market-316d8759-14b0-40a0-8c3a-05f3350a6715,two_bus,gurobi,2,2,1.0,true,50.0,2.0,1.0
two_bus--gurobi,r5-market-316d8759-14b0-40a0-8c3a-05f3350a6715,two_bus,gurobi,2,3,1.0,true,50.0,2.0,1.0
two_bus--gurobi,r5-market-316d8759-14b0-40a0-8c3a-05f3350a6715,two_bus,gurobi,2,4,1.0,true,50.0,2.0,1.0
